'Company Name', 'Internationale Vorwahl', 'Telefon', 'Telefax', 'Email', 'Internet', 'Bankverbindung', 'Straße-Adresse', 'Hausnummer', 'PLZ', 'Ort', 'Regierungsbezirk', 'Bundesland', 'Land', 'Zusätzl. Informationen', 'Rechtsform (kurz)', 'Hauptbranche WZ 2008', 'Top-Management'
"Auto - Stahl" Reparatur und Vertriebs-Gesellschaft m.b.H.,+43,01 331220,01 3312266, office@autostahl.com? 		wien20@autostahl.com, www.autostahl.com,UniCredit Bank Austria AG 1030 Wien (20151),Heistergasse,4-6,1200,Wien,Wien 20.?Brigittenau,Wien,AT,Wien,GmbH,45203Instandhaltung und Reparatur von Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger (ohne Lackierung und Autowäsche),Geschäftsführer? vertritt seit 30.01.1998 selbständig|Gernot Keusch (m)f400912794#p400912794?400828896?120iconCompProfLink1974? Wien|N/A|20.02.1998|
"AUTOHANSA" Dr. Johann Schuster, Handel mit Kraftfahrzeugen,+43,01 21416940,01 2167879, info@autohansa.com, www.autohansa.com,UniCredit Bank Austria AG 1030 Wien (20151),Franzensbrückenstraße,20,1020,Wien,Wien  2.?Leopoldstadt,Wien,AT,Wien,eK,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,N/A
"Autohaus Bidmon GmbH & Co KG",+43,03512 828800,03512 8288021, autohaus@bidmon.at, m.bidmon.at? 		  www.bidmon.at,Volksbank Obersteiermark e.Gen. 8750 Judenburg? Steiermärkische Bank und Sparkassen Aktiengesellschaft 8720 Knittelfeld (43030? 20815),Kobenzer Straße,12,8723,Kobenz,N/A,Steiermark,AT,Kobenz,KG,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,Geschäftsleitung? vertritt seit 01.03.1993 selbständig|Annemarie Bidmon (w)f400014106#p400014106?400294456?131iconCompProfLink1937? Knittelfeld|Prokura|12.08.1993|!Geschäftsleitung? vertritt seit 01.03.1993 selbständig|Annemarie Bidmon (w)f400014106#p400014106?400294460?131iconCompProfLink1972|Prokura|12.08.1993|
"B & I" Handels GmbH,+43,05522 82816,05522 8281622, sajas@sajas.com, www.sajas.com,VORARLBERGER LANDES- UND HYPOTHEKENBANK AG 6830 Rankweil? RAIFFEISENBANK BLUDENZ reg.Gen.m.b.H. 6700 Bludenz (58002? 37410),Mühletorplatz,3,6800,Feldkirch,Feldkirch,Vorarlberg,AT,Feldkirch,GmbH,47642Einzelhandel mit Sport- und Campingartikeln (ohne Campingmöbel),Geschäftsführer? vertritt seit 26.03.1999 selbständig|Tobias Bechtold (m)f401024586#p401024586?400775350?120iconCompProfLink1971? Göfis|N/A|26.03.1999|
"Babyhotel Trebesingerhof" Neuschitzer Gesellschaft m.b.H.,+43,04732 2350,04732 2350415, office@babyhotel.at, www.babyhotel.at,N/A,Bad,1,9852,Trebesing,Spittal an der Drau,Kärnten,AT,Trebesing,GmbH,55101Hotels (ohne Hotels garnis),Geschäftsführer? vertritt seit 28.08.2009 selbständig|Siegfried Otmar Neuschitzer (m)f401837726#p401837726?400667297?120iconCompProfLink1958? Trebesing|N/A|28.08.2009|
"Baduscho" Dusch- und Badeeinrichtungen Produktions- und Vertriebsgesellschaft m.b.H.,+43,02230 28050,02230 280531, info@baduscho.at, www.baduscho.at,UniCredit Bank Austria AG 1030 Wien? RAIFFEISENBANK Region SCHWECHAT reg.Gen.m.b.H. 2431 Kleinneusiedl (20151? 32823),Heidestraße,9,2433,Margarethen am Moos,Bruck an der Leitha,Niederösterreich,AT,Margarethen am Moos,GmbH,22290Herstellung von sonstigen Kunststoffwaren,Geschäftsführer? vertritt seit 01.01.2002 gemeinsam mit einem weiteren Geschäftsführer oder einem Gesamtprokuristen|Michael Hoetger (m)f400295887#p400295887?401282099?120iconCompProfLink1961|N/A|14.03.2002|!Geschäftsführer? vertritt seit 01.06.2002 gemeinsam mit einem weiteren Geschäftsführer oder einem Gesamtprokuristen|Adolf Palmberger (m)f400295887#p400295887?401052493?120iconCompProfLink1955? Hof|N/A|08.06.2002|
"BAMED" Babyartikel Gesellschaft m.b.H.,+43,01 49141715,N/A, N/A,N/A,UniCredit Bank Austria AG 1030 Wien (20151),Gewerbezone Ost?,2,7011,Siegendorf,Eisenstadt-Umgebung,Burgenland,AT,Siegendorf,GmbH,46421Großhandel mit Bekleidung,Geschäftsführer? vertritt seit 04.09.1985 selbständig|Ingenieur Peter Röhrig (m)f400543737#p400543737?400158962?120iconCompProfLink1948? Wien|N/A|01.12.1994|!Geschäftsleitung? vertritt seit 01.09.2003 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Mag. Andreas Lausch (m)f400543737#p400543737?401089277?131iconCompProfLink1968? Wien|Prokura|17.10.2003|!Geschäftsleitung? vertritt seit 01.07.2010 gemeinsam mit einem Geschäftsführer oder einem weiteren Gesamtprokuristen|Dipl.Ing. Norbert Polatschek (m)f400543737#p400543737?402022537?131iconCompProfLink1966? Mattersburg|Prokura|08.07.2010|!Geschäftsleitung? vertritt seit 11.03.2016 gemeinsam mit einem/einer Geschäftsführer/in oder einer/einem weiteren Gesamtprokuristin/-prokuristen|Dietmar Rainprecht (m)f400543737#p400543737?402557283?131iconCompProfLink1968? Oggau|Prokura|31.03.2016|!Geschäftsleitung? vertritt seit 11.03.2016 gemeinsam mit einem/einer Geschäftsführer/in oder einer/einem weiteren Gesamtprokuristin/-prokuristen|Agustin Ramos Blanco (m)f400543737#p400543737?402557285?131iconCompProfLink1957? Pfaffstätten|Prokura|31.03.2016|!Geschäftsleitung? vertritt seit 11.03.2016 gemeinsam mit einem/einer Geschäftsführer/in oder einer/einem weiteren Gesamtprokuristin/-prokuristen|Thomas Rohaczek (m)f400543737#p400543737?402557284?131iconCompProfLink1970? Wien|Prokura|31.03.2016|!Geschäftsleitung? vertritt seit 11.03.2016 gemeinsam mit einem/einer Geschäftsführer/in oder einer/einem weiteren Gesamtprokuristin/-prokuristen|Harald Schermann (m)f400543737#p400543737?402557286?131iconCompProfLink1970? Oberloisdorf|Prokura|31.03.2016|
"BANSS" Maschinenfabrik Gesellschaft m.b.H.,+43,07242 67703,07242 6770319, office@banss.at, www.banss.at,Oberbank AG? Zweigniederlassung Wels 4600 Wels (15130),Dieselstraße,7,4600,Wels,Wels(Stadt),Oberösterreich,AT,Wels,GmbH,28220Herstellung von Hebezeugen und Fördermitteln,Geschäftsführer? vertritt seit 01.07.1997 selbständig|Mag. Bernhard Ragailler (m)f400032993#p400032993?400523487?120iconCompProfLink1957? Eferding|N/A|01.07.1997|
"BARRYMEMLE" Seehotel GmbH,+43,0664 1442835,04274 21164, info@barry.at, www.barry.at,N/A,Klagenfurter Straße,26,9220,Velden am Wörther See,Klagenfurt Land,Kärnten,AT,Velden am Wörther See,GmbH,79120Reiseveranstalter,Geschäftsführer? vertritt seit 10.08.2005 selbständig|Dipl.Ing. Peter Sterz (m)f400978095#p400978095?400978087?120iconCompProfLink1961? Velden am Wörther See|N/A|12.08.2005|
"Bau mit uns" Bau GmbH,+43,03614 210030,03614 210034, office@baumituns.at, www.baumituns.at,Raiffeisenbank Trieben registrierte Genossenschaft mit beschränkter Haftung 8786 Rottenmann (38348),Boder Nr.,54,8786,Rottenmann,Liezen,Steiermark,AT,Rottenmann,GmbH,43999Baugewerbe a. n. g.,Geschäftsführer? vertritt seit 23.01.2001 selbständig|Dieter Thor (m)f401205030#p401205030?400916474?120iconCompProfLink1965? Rottenmann|N/A|23.01.2001|
"BAUFREUND" Handelsgesellschaft m.b.H.,+43,0732 3830810,0732 3830811030, office@hellweg.at, www.hellweg.at,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft 4020 Linz (34000),Neubauzeile,102,4030,Linz,Linz(Stadt),Oberösterreich,AT,Linz,GmbH,47523Einzelhandel mit Anstrichmitteln? Bau- und Heimwerkerbedarf,Geschäftsführer? vertritt seit 23.10.2006 selbständig|Frank Blumenthal (m)f400065099#p400065099?401582067?120iconCompProfLink1962|N/A|02.12.2006|!Geschäftsführer? vertritt seit 12.02.2009 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Ingenieur Martin Jung (m)f400065099#p400065099?401722549?120iconCompProfLink1974? Vöcklabruck|N/A|07.03.2009|!Geschäftsführer? vertritt seit 20.06.2006 selbständig|Katharina Semer (w)f400065099#p400065099?401558371?120iconCompProfLink1972|N/A|08.07.2006|!Geschäftsleitung? vertritt seit 01.11.2007 gemeinsam mit einem der Geschäftsführer Katharina Scharfstädt oder Frank Blumenthal|Ingenieur Christoph Angerer (m)f400065099#p400065099?401642961?131iconCompProfLink1980|Prokura|29.11.2007|
"Baumann Dekor" Gesellschaft m.b.H.,+43,02852 9008231,02852 9008209, i.steinmetz@baumann.co.at? 		office@baumann.co.at, www.baumann.co.at,UniCredit Bank Austria AG 3950 Gmünd (20151),Schremser Straße,38,3950,Gmünd,Gmünd,Niederösterreich,AT,Gmünd,GmbH,13990Herstellung von sonstigen Textilwaren a. n. g.,Geschäftsführer? vertritt seit 28.09.2015 selbständig|Ajay Bikram Singh (m)f402085852#p402085852?402530651?120iconCompProfLink1966|N/A|15.10.2015|
"BAUMIT" Baustoffe Gesellschaft m.b.H.,+43,06132 273010,06132 2730126, office@ischl.baumit.com, www.baumit.com,Oberbank AG 4020 Linz? Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz? Volksbank Salzburg eG 5020 Salzburg (15000? 20320? 45010),Linzer Straße,8,4820,Bad Ischl,Gmunden,Oberösterreich,AT,Bad Ischl,GmbH,46731Großhandel mit Holz? Baustoffen? Anstrichmitteln und Sanitärkeramik? ohne ausgeprägten Schwerpunkt,Geschäftsführer? vertritt seit 01.10.2007 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dipl.Ing. Stephan Giesbergen (m)f400061200#p400061200?401637940?120iconCompProfLink1966? Graz-Kroisbach|N/A|30.10.2007|!Geschäftsführer? vertritt seit 15.02.2010 gemeinsam mit einem Geschäftsführer|Wilhelm Struber (m)f400061200#p400061200?401997718?120iconCompProfLink1969? St. Koloman|N/A|04.09.2012|!Geschäftsleitung? vertritt seit 24.03.2009 gemeinsam mit einem Geschäftsführer|Günter Thielmann (m)f400061200#p400061200?401728783?131iconCompProfLink1960? Bad Ischl|Prokura|01.04.2009|
"Baurent" Bau-GmbH & Co. KG.,+43,N/A,0662 43115583, office@baurent.at, www.baurent.at,Raiffeisenverband Salzburg eGen 5020 Salzburg? Salzburger Sparkasse Bank Aktiengesellschaft 5020 Salzburg? UniCredit Bank Austria AG 5020 Salzburg (35000? 20404? 11950),Wilhelm von Exner-Straße,20,5020,Salzburg,Salzburg(Stadt),Salzburg,AT,Salzburg,KG,43310Anbringen von Stuckaturen? Gipserei und Verputzerei,
"BAUSTOFFE KAGRAN" Edinger und Co. KG,+43,01 25921600,01 2592158, info@baustoffe-kagran.at, www.baustoffe-kagran.at,Raiffeisen-Regionalbank Gänserndorf eGen 2230 Gänserndorf (32181),Am langen Feld,59-63,1220,Wien,Wien 22.?Donaustadt,Wien,AT,Wien,KG,47523Einzelhandel mit Anstrichmitteln? Bau- und Heimwerkerbedarf,N/A
"BAYERNSTALL" Handelsgesellschaft m.b.H.,+43,07230 739161,07230 739115, office@bayernstall.at, www.bayernstall.at,Raiffeisenbank Region Gallneukirchen reg.Gen.m.b.H. 4203 Altenberg bei Linz? Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz (34005? 20320),Windpassing,2,4203,Altenberg bei Linz,Urfahr-Umgebung,Oberösterreich,AT,Altenberg bei Linz,GmbH,46741Großhandel mit Werkzeugen und Kleineisenwaren,Geschäftsführer? vertritt seit 06.09.2016 selbständig|Josef Schütz (m)f400032796#p400032796?401316238?120iconCompProfLink1966? Altenberg bei Linz|N/A|14.09.2016|
"bboplus" GmbH,+43,02236 7108820,02236 71088254, zentrale@bboplus.com, www.bboplus.com,Raiffeisenbank Teufenbach-Oberwölz-St. Peter a. K. eGen 8833 Teufenbach (38452),Industriezentrum NÖ-Süd Straße,9,2353,Guntramsdorf,Mödling,Niederösterreich,AT,Guntramsdorf,GmbH,47710Einzelhandel mit Bekleidung,Geschäftsführer? vertritt seit 30.04.2002 selbständig|Angelika Fitzka (w)f401290208#p401290208?401290209?120iconCompProfLink1976? Hennersdorf|N/A|30.04.2002|
"Beauty Company" Kosmetikhandels GmbH,+43,01 89278780,01 89278789, office@beautycompany.at, www.beautycompany.at,Erste Bank der österreichischen Sparkassen AG 1010 Wien? BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 1018 Wien? Deutsche Bank Aktiengesellschaft 1010 Wien (20111? 14000? 19100),Gumpendorfer Stadtbahnbogen,8-10,1060,Wien,Wien  6.?Mariahilf,Wien,AT,Wien,GmbH,46450Großhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,Geschäftsführer? vertritt seit 28.02.1977 selbständig|Renate Weinsberger (w)f400011363#p400011363?400174124?120iconCompProfLink1954? Wien|N/A|28.02.1977|
"BERLINGER - BAU" Gesellschaft m.b.H.,+43,03578 36474,03578 406616, office@berlingerbau.at, www.berlingerbau.at,Raiffeisenbank Obdach-Weißkirchen eGen 8742 Obdach? UniCredit Bank Austria AG 8742 Obdach (38261? 20820),Hauptstraße,2,8742,Obdach,Judenburg,Steiermark,AT,Obdach,GmbH,41201Bau von Gebäuden (ohne Fertigteilbau),Geschäftsführer? vertritt seit 30.11.1981 selbständig|Ingenieur Wolfgang Berlinger (m)f400017867#p400017867?400124214?120iconCompProfLink1958? Obdach|N/A|30.11.1981|
"Bernhard Kandl" Autohandel GmbH,+43,01 601100,01 6011011000, office@kandl.at, www.kandl.at,UniCredit Bank Austria AG 1030 Wien? Erste Bank der österreichischen Sparkassen AG 1010 Wien (20151? 20111),Grenzackerstraße,14,1100,Wien,Wien 10.?Favoriten,Wien,AT,Wien,GmbH,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,Geschäftsführer? vertritt seit 27.08.2009 selbständig|Christian Melbinger (m)f400002349#p400002349?400175950?120iconCompProfLink1960? Wr. Neustadt|N/A|05.09.2009|!Geschäftsführer? vertritt seit 21.12.2007 selbständig|Albert C. Still (m)f400002349#p400002349?401622763?120iconCompProfLink1966|N/A|14.05.2008|!Geschäftsführer? vertritt seit 09.10.2012 selbständig|Clemens Vohryzka (m)f400002349#p400002349?401038879?120iconCompProfLink1966? Gramatneusiedl|N/A|01.11.2012|
"BEST-PACK" Verpackungsgesellschaft m.b.H.,+43,0732 7773010,0732 77730114, office@best-pack.at, www.best-pack.at,Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz (20320),Ignaz-Mayer-Straße,13,4020,Linz,Linz(Stadt),Oberösterreich,AT,Linz,GmbH,16240Herstellung von Verpackungsmitteln? Lagerbehältern und Ladungsträgern aus Holz,Geschäftsführer? vertritt seit 04.09.2014 selbständig|Gudrun Amersberger (w)f400333178#p400333178?401356608?120iconCompProfLink1977|N/A|06.11.2014|!Geschäftsleitung? vertritt seit 04.09.2014 selbständig|Gerlinde Schornsteiner (w)f400333178#p400333178?400400000?131iconCompProfLink1951? Oberneukirchen|Prokura|06.11.2014|
"Beton-Kurier" Transportbeton GmbH,+43,07476 77766,07476 777667, N/A, www.betonkurier.com,Raiffeisenbank Kematen eGen 6175 Kematen (36260),Wipark?,12,3331,Kematen an der Ybbs,Amstetten,Niederösterreich,AT,Kematen an der Ybbs,GmbH,49410Güterbeförderung im Straßenverkehr,Geschäftsführer? vertritt seit 16.12.1999 selbständig|Herbert Schoisswohl (m)f401066916#p401066916?401066917?120iconCompProfLink1966? Biberbach|N/A|16.12.1999|
"BHM-Ingenieure", Engineering & Consulting GmbH,+43,0316 840303,N/A, N/A,N/A,N/A,Bahnhofgürtel Nr.,59,8020,Graz,Graz(Stadt),Steiermark,AT,Graz,GmbH,71122Ingenieurbüros für technische Fachplanung und Ingenieurdesign,Geschäftsführer? vertritt seit 10.12.2011 selbständig|Ingenieur Alfred Haßler (m)f402227172#p402227172?400638067?120iconCompProfLink1952? Rankweil|N/A|10.12.2011|!Geschäftsführer? vertritt seit 10.12.2011 selbständig|Dipl.Ing. Johannes Monz (m)f402227172#p402227172?400235303?120iconCompProfLink1956? Feldkirch-Tisis|N/A|10.12.2011|!Geschäftsleitung? vertritt seit 17.02.2012 gemeinsam mit einem weiteren Prokuristen oder einem Geschäftsführer|Dipl.Ing. Markus Lederer (m)f402227172#p402227172?402305392?131iconCompProfLink1967? Graz|Prokura|10.03.2012|!Geschäftsleitung? vertritt seit 17.02.2012 gemeinsam mit einem weiteren Prokuristen oder einem Geschäftsführer|Dipl.Ing. Robert Pollischansky (m)f402227172#p402227172?402305394?131iconCompProfLink1973? Graz|Prokura|10.03.2012|
"Bio Elektrik" Planung und Installation von Solar- und Umweltschutzanlagen GmbH,+43,01 25811780,01 258117861, office@bioelektrik.at,N/A,N/A,Wagramer Straße,97-103,1220,Wien,Wien 22.?Donaustadt,Wien,AT,Wien,GmbH,43210Elektroinstallation,Geschäftsführer? vertritt seit 16.01.2008 selbständig|Ingenieur Wolfgang Anton Seipelt (m)f400255040#p400255040?401345511?120iconCompProfLink1974? Wien|N/A|26.01.2008|
"Bioskin" Chem.-kosm.-pharm. Präparate Dr. A. Czapek & Dr. K. Wiechowski,+43,N/A,01 68963629, N/A,N/A,N/A,Friedhofstraße,39,1107,Wien,N/A,Wien,AT,Wien,eK,46450Großhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,N/A
"BLACK-BIRD" Handels GMBH. in Liqu.,+43,01 8043718,01 80437183, N/A, www.bpaustria.at,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 1018 Wien (14000),Wilhelm Erben-Gasse,21,1230,Wien,Wien 23.?Liesing,Wien,AT,Wien,GmbH,47301Einzelhandel in fremdem Namen mit Motorenkraftstoffen (Agenturtankstellen),Liquidator? vertritt seit 11.05.2011 selbständig|Mohammad Tahgi Kashani-Pour (m)f400039079#p400039079?400150134?160iconCompProfLink1942? Wien|N/A|15.06.2011|
"Blitz" Personalbereitstellung GmbH,+43,05576 73848,05576 738484, office@blitz-personal.at, www.blitz-personal.at,Sparkasse der Stadt Feldkirch 6840 Götzis (20604),Bahnhofstraße,3,6845,Hohenems,Dornbirn,Vorarlberg,AT,Hohenems,GmbH,78300Sonstige Überlassung von Arbeitskräften,Geschäftsführer? vertritt seit 15.05.2003 selbständig|Christiane Rhomberg (w)f401339315#p401339315?401084536?120iconCompProfLink1974? Hohenems|N/A|13.06.2003|
"blitz-blank" Gebäudereinigung GmbH,+43,05574 437140,05574 4371417, office@blitzblank-bregenz.at, www.blitzblank-bregenz.at,Volksbank Vorarlberg e. Gen. 6900 Bregenz? Bank für Tirol und Vorarlberg AG 6900 Bregenz (45710? 16310),Max-Haller-Straße,2,6900,Bregenz,Bregenz,Vorarlberg,AT,Bregenz,GmbH,81210Allgemeine Gebäudereinigung,Geschäftsführer? vertritt seit 08.01.2008 selbständig|Milan Colic (m)f401650555#p401650555?401650556?120iconCompProfLink1964? Bregenz|N/A|04.06.2008|
"BLUE PLANET" FLUGREISEN GMBH,+43,05574 892000,05574 892004, office@blueplanet-flugreisen.at, www.blueplanet-flugreisen.at,N/A,Hofsteigstraße,101,6971,Hard,Bregenz,Vorarlberg,AT,Hard,GmbH,79110Reisebüros,Geschäftsführer? vertritt seit 07.03.1997 selbständig|Peter Urach (m)f400897241#p400897241?400897242?120iconCompProfLink1963? Hard|N/A|07.03.1997|
"Blumen Germann", Inhaber Hans Peter Rettenmoser,+43,N/A,N/A, N/A,N/A,N/A,Sportweg,4,5730,Mittersill,Zell am See,Salzburg,AT,Mittersill,eK,47789Sonstiger Einzelhandel a. n. g. (in Verkaufsräumen),N/A
"BLUMEN REGINA" G. Petrides GmbH,+43,01 2716396,01 2782396, office@blumen-regina.at, www.blumen-regina.at,Erste Bank der oesterreichischen Sparkassen AG 1010 Wien (20111),Prager Straße,122,1210,Wien,Korneuburg,Wien,AT,Wien,GmbH,47761Einzelhandel mit Blumen? Pflanzen? Sämereien und Düngemitteln,Geschäftsführer? vertritt seit 29.04.2011 selbständig|Gerhard Petrides (m)f402071155#p402071155?400758617?120iconCompProfLink1959? Wien|N/A|29.04.2011|
"BRASWAG" - Brand- und Wasserschadens-Sanierungsgesellschaft m.b.H.,+43,07221 88596,07221 8850330, office@braswag.at, www.braswag.at,RAIFFEISENBANK HÖRSCHING-THENING reg.Gen.m.b.H. 4061 Pasching (34170),Hörschinger Straße,35,4061,Pasching,Linz-Land,Oberösterreich,AT,Pasching,GmbH,41201Bau von Gebäuden (ohne Fertigteilbau),Geschäftsführer? vertritt seit 03.12.2010 selbständig|Erwin Rothberger (m)f400331044#p400331044?400738420?120iconCompProfLink1961? Altenfelden|N/A|29.12.2010|!Geschäftsführer? vertritt seit 13.11.2009 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Ingenieur Josef Sturm (m)f400331044#p400331044?400383164?120iconCompProfLink1953? Langenstein|N/A|05.12.2009|
"Bremsen-Eder" Amerhauser OHG & Co.,+43,0662 6406170,0662 64061785, office@bremsen-eder.at, www.bremsen-eder.at,Salzburger Sparkasse Bank Aktiengesellschaft 5020 Salzburg? UniCredit Bank Austria AG 5020 Salzburg? Raiffeisenverband Salzburg eGen 5020 Salzburg (20404? 20151? 35000),Linzer Bundesstraße,22,5020,Salzburg,Salzburg(Stadt),Salzburg,AT,Salzburg,KG,45320Einzelhandel mit Kraftwagenteilen und -zubehör,
"Brunnbauer-Armaturen" Produktionsges.m.b.H.,+43,01 69996000,01 6999640, brunnbauer@brunnbauer.at, www.brunnbauer.at,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG 1020 Wien? BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 1018 Wien (32000? 14000),Akaziengasse,36,1230,Wien,Wien 23.?Liesing,Wien,AT,Wien,GmbH,28140Herstellung von Armaturen a. n. g.,Geschäftsführer? vertritt seit 14.06.1996 selbständig|Axel Ambruschitz (m)f400017564#p400017564?400255624?120iconCompProfLink1945? Wien|N/A|23.05.1979|!Geschäftsführer? vertritt seit 14.01.2009 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Hannes Schöller (m)f400017564#p400017564?401715353?120iconCompProfLink1966? Pottenstein|N/A|12.11.2013|!Geschäftsleitung? vertritt seit 12.11.2008 selbständig|Dr. Rolf Braunegg (m)f400017564#p400017564?400255814?131iconCompProfLink1944? Wien|Prokura|19.02.1999|!Geschäftsleitung? vertritt seit 14.01.2009 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Günter Gutmann (m)f400017564#p400017564?401011480?131iconCompProfLink1965? Theresienfeld|Prokura|20.01.2009|!Geschäftsleitung? vertritt seit 29.10.2013 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Roman Plachy (m)f400017564#p400017564?402386903?131iconCompProfLink1967? Brunn am Gebirge|Prokura|12.11.2013|
"bs-modelshop" GmbH,+43,01 66707004516,01 66707004241, info@modelshop-vienna.com, www.modelshop-vienna.com,Erste Bank der österreichischen Sparkassen AG 1010 Wien? UniCredit Bank Austria AG 1030 Wien (20111? 20151),Gutheil-Schoder-Gasse,8,1102,Wien,N/A,Wien,AT,Wien,GmbH,32990Herstellung von sonstigen Erzeugnissen a. n. g.,Geschäftsführer? vertritt seit 01.10.2016 selbständig|Ingenieur Karl Amon (m)f401427745#p401427745?402245847?120iconCompProfLink1961|N/A|04.10.2016|
"BWA" Bau-, Werbe- und Anlagenverwaltungs-Gesellschaft m.b.H.,+43,02236 32179,02236 3217951, info@bwa.at, www.bwa.at,UniCredit Bank Austria AG 2344 Maria Enzersdorf? Sparkasse Baden 2500 Baden bei Wien? Raiffeisenbank Region Baden eGen 2500 Baden bei Wien? Raiffeisenbank Perchtoldsdorf-Maria Enzersdorf reg.Gen.m.b.H. 2344 Maria Enzersdorf? HYPO NOE Landesbank AG 2340 Mödling (12000? 20205? 32045? 32485? 53000),Südstadtzentrum,2,2344,Maria Enzersdorf,Mödling,Niederösterreich,AT,Maria Enzersdorf,GmbH,81299Sonstige Reinigung a. n. g.,Geschäftsführer? vertritt seit 01.09.1997 gemeinsam mit einem weiteren Geschäftsführer|Brigitte Jastraunig (w)f400008428#p400008428?400866499?120iconCompProfLink1960? Brunn am Gebirge|N/A|02.09.1997|!Geschäftsführer? vertritt seit 01.09.1997 gemeinsam mit einem weiteren Geschäftsführer|Peter Willer (m)f400008428#p400008428?400929068?120iconCompProfLink1965? Brunn am Gebirge|N/A|02.09.1997|
